RefCat,AnnoConstruccion
5448302PD7054G,no
5149401PD7054G,no
5448303PD7054G,no
5448304PD7054G,no
5448305PD7054G,no
5448306PD7054G,no
5852006PD7055B,no
5852008PD7055B,no
5852013PD7055B,1960
5852014PD7055B,1956
5852015PD7055B,1960
5852016PD7055B,no
5852017PD7055B,no
5852018PD7055B,no
5852019PD7055B,no
5852020PD7055B,no
5852803PD7055B,no
5852804PD7055B,no
5852805PD7055B,no
5852806PD7055B,1930
5852807PD7055B,1930
5852808PD7055B,no
5856205PD7055F,no
5856206PD7055F,no
5856207PD7055F,no
5856208PD7055F,no
5856209PD7055F,no
5856211PD7055F,no
5856212PD7055F,no
5856213PD7055F,no
5856215PD7055F,no
5856216PD7055F,no
5856217PD7055F,1912
5856218PD7055F,no
5856219PD7055F,no
5856220PD7055F,1940
4161706PD7046A,1990
4161707PD7046A,1990
4161708PD7046A,1990
4161709PD7046A,1990
4161710PD7046A,1990
4161711PD7046A,1990
4161712PD7046A,1990
4161713PD7046A,1990
4161714PD7046A,1990
4161715PD7046A,1990
4161716PD7046A,1990
4161717PD7046A,1990
4161718PD7046A,1990
4763601PD7046D,no
4763602PD7046D,1951
4763603PD7046D,1942
4763604PD7046D,no
4763605PD7046D,no
4862301PD7046D,"Error: Operation timed out after 10002 milliseconds with 0 bytes received"
4863801PD7046D,"Error: Operation timed out after 10011 milliseconds with 0 bytes received"
4863802PD7046D,1972
4863803PD7046D,1975
4962301PD7046D,2001
4963101PD7046D,"Error: Operation timed out after 10012 milliseconds with 0 bytes received"
4963103PD7046D,no
4963104PD7046D,no
4963501PD7046D,no
4874707PD7047D,1985
4874708PD7047D,1992
4874709PD7047D,1995
4874710PD7047D,2000
4971507PD7047D,2005
4677011PD7047E,1998
4677012PD7047E,1993
4575001PD7047F,1993
4575002PD7047F,1995
4575003PD7047F,2006
4575004PD7047F,2002
4575005PD7047F,2002
4575006PD7047F,2004
5713314PD7051S,1997
5713315PD7051S,1997
5713316PD7051S,2000
5713317PD7051S,1998
5713318PD7051S,2003
5713319PD7051S,1999
5713320PD7051S,1998
5911201PD7051S,2003
5911202PD7051S,2002
5911203PD7051S,2008
5911204PD7051S,1995
5911205PD7051S,1997
5911206PD7051S,1997
5912901PD7051S,1999
5912902PD7051S,1996
5912903PD7051S,1996
5912904PD7051S,2003
5912905PD7051S,2007
5912906PD7051S,1999
5939807PD7053H,1990
5734601PD7053S,1990
5734602PD7053S,1997
5040001PD7054A,"Error: Operation timed out after 10000 milliseconds with 0 bytes received"
5040501PD7054A,"Error: Operation timed out after 10005 milliseconds with 0 bytes received"
5041001PD7054A,"Error: Operation timed out after 10005 milliseconds with 0 bytes received"
5041002PD7054A,no
5041003PD7054A,no
5041004PD7054A,no
5042101PD7054A,no
5140101PD7054A,"Error: Operation timed out after 10002 milliseconds with 0 bytes received"
5642118PD7054B,1966
5642119PD7054B,1966
5642120PD7054B,1966
5642121PD7054B,1999
5741003PD7054B,no
5741004PD7054B,1983
5741005PD7054B,1984
5643746PD7054D,no
5643747PD7054D,no
5744001PD7054D,no
5744002PD7054D,no
5744003PD7054D,1960
5744004PD7054D,1981
5744005PD7054D,no
5744010PD7054D,"Error: Operation timed out after 10013 milliseconds with 0 bytes received"
5448307PD7054G,no
5448308PD7054G,no
5448701PD7054G,"Error: Operation timed out after 10003 milliseconds with 0 bytes received"
5448702PD7054G,"Error: Operation timed out after 10011 milliseconds with 0 bytes received"
5448703PD7054G,1980
5448704PD7054G,"Error: Operation timed out after 10006 milliseconds with 0 bytes received"
5448705PD7054G,1971
5449301PD7054G,"Error: Operation timed out after 10011 milliseconds with 0 bytes received"
5547802PD7054G,no
5042701PD7054H,"Error: Operation timed out after 10012 milliseconds with 0 bytes received"
5047001PD7054H,"Error: Operation timed out after 10026 milliseconds with 0 bytes received"
5047002PD7054H,2000
5852809PD7055B,1964
5852810PD7055B,no
5852811PD7055B,"Error: Operation timed out after 10014 milliseconds with 0 bytes received"
5852812PD7055B,no
5852813PD7055B,no
5852817PD7055B,no
5852818PD7055B,1948
5852820PD7055B,no
5852821PD7055B,1940
5950501PD7055B,1967
5950502PD7055B,no
5950503PD7055B,no
5950504PD7055B,1968
5950505PD7055B,"Error: Operation timed out after 10013 milliseconds with 0 bytes received"
5856225PD7055F,no
5856226PD7055F,1910
5856227PD7055F,no
5856228PD7055F,1900
5856229PD7055F,1950
5856230PD7055F,1981
5856231PD7055F,no
5856232PD7055F,"Error: Operation timed out after 10010 milliseconds with 0 bytes received"
5856233PD7055F,no
5856234PD7055F,no
5856235PD7055F,no
5856236PD7055F,no
4362221PD7046A,1976
4362222PD7046A,1950
4362245PD7046A,2005
4460201PD7046A,2006
4562401PD7046B,no
4562402PD7046B,no
4661002PD7046B,1999
4661004PD7046B,1997
4661006PD7046B,1960
4661007PD7046B,1960
4661008PD7046B,1960
4661009PD7046B,1960
4661010PD7046B,1960
4661011PD7046B,1960
4661012PD7046B,2000
4661013PD7046B,2015
4964601PD7046D,1973
4964602PD7046D,no
4964801PD7046D,no
4061703PD7046E,no
4061704PD7046E,no
4061705PD7046E,"Error: Operation timed out after 10012 milliseconds with 0 bytes received"
4065801PD7046E,2005
4964001PD7046D,no
4964002PD7046D,no
4167001PD7046E,no
4167002PD7046E,no
4167003PD7046E,2012
4167004PD7046E,1998
4167006PD7046E,no
4575009PD7047F,1993
4575010PD7047F,1998
4575011PD7047F,2000
4575012PD7047F,1970
4575013PD7047F,2002
4575014PD7047F,no
4575015PD7047F,1992
4575016PD7047F,2006
4677002PD7047F,2000
4677004PD7047F,2004
4677005PD7047F,2008
4677006PD7047F,1920
4677007PD7047F,2008
5912907PD7051S,2014
5912908PD7051S,1999
5912909PD7051S,1995
5912910PD7051S,2003
5912911PD7051S,2002
5912912PD7051S,2001
5912913PD7051S,1999
5912914PD7051S,2004
5912915PD7051S,1995
5912916PD7051S,1997
5912917PD7051S,1999
5912918PD7051S,1995
5912919PD7051S,2001
5912920PD7051S,1997
5912921PD7051S,1996
5912922PD7051S,1994
5912923PD7051S,1996
5912924PD7051S,1996
5912925PD7051S,2001
5912926PD7051S,1998
5912927PD7051S,no
5913201PD7051S,2006
5140201PD7054A,no
5141301PD7054A,"Error: Operation timed out after 10012 milliseconds with 0 bytes received"
5141302PD7054A,"Error: Operation timed out after 10014 milliseconds with 0 bytes received"
5141303PD7054A,no
5141601PD7054A,"Error: Operation timed out after 10014 milliseconds with 0 bytes received"
5142601PD7054A,"Error: Operation timed out after 10011 milliseconds with 0 bytes received"
5240301PD7054A,no
5240302PD7054A,no
5240303PD7054A,no
5240701PD7054A,"Error: Operation timed out after 10021 milliseconds with 0 bytes received"
5240901PD7054A,no
5741016PD7054B,1981
5741017PD7054B,1977
5741018PD7054B,no
5741019PD7054B,1976
5741020PD7054B,1900
5741021PD7054B,1978
5741022PD7054B,1980
5741023PD7054B,1969
5741024PD7054B,no
5741025PD7054B,1968
5741026PD7054B,1968
5741027PD7054B,1969
5741028PD7054B,1965
5741029PD7054B,1972
5741030PD7054B,1976
5942201PD7054D,no
5943401PD7054D,no
5943901PD7054D,no
5944701PD7054D,"Error: Operation timed out after 10014 milliseconds with 0 bytes received"
5944703PD7054D,1992
5944704PD7054D,no
5944705PD7054D,no
5944706PD7054D,"Error: Operation timed out after 10012 milliseconds with 0 bytes received"
5944707PD7054D,no
5944708PD7054D,no
5944709PD7054D,no
5047006PD7054H,no
5548601PD7054H,no
5548801PD7054H,"Error: Operation timed out after 10010 milliseconds with 0 bytes received"
5548802PD7054H,no
5548803PD7054H,no
5548804PD7054H,no
5548805PD7054H,no
5548806PD7054H,no
5548807PD7054H,no
5648501PD7054H,no
5648502PD7054H,no
5648503PD7054H,no
5648504PD7054H,no
5648505PD7054H,no
5950507PD7055B,"Error: Operation timed out after 10016 milliseconds with 0 bytes received"
5950508PD7055B,no
5950509PD7055B,no
5950510PD7055B,1962
5951101PD7055B,1990
5951201PD7055B,1928
5951401PD7055B,no
5951402PD7055B,no
5951403PD7055B,1976
5951404PD7055B,"Error: Operation timed out after 10017 milliseconds with 0 bytes received"
5951405PD7055B,no
5951406PD7055B,1969
5950506PD7055B,1970
5856237PD7055F,no
5856402PD7055F,no
5856403PD7055F,no
5856404PD7055F,2004
5856405PD7055F,no
5856409PD7055F,1900
5856412PD7055F,1900
5856413PD7055F,1890
5856414PD7055F,no
5856415PD7055F,no
5856416PD7055F,1890
5856418PD7055F,no
5856419PD7055F,no
5856420PD7055F,1890
4661014PD7046B,1992
4661015PD7046B,1960
4661016PD7046B,1960
4661018PD7046B,1960
4661020PD7046B,1960
4661021PD7046B,1995
4661022PD7046B,no
4661023PD7046B,1995
4661024PD7046B,1992
4661026PD7046B,1992
4661027PD7046B,1992
4661029PD7046B,1992
4661030PD7046B,1992
4265001PD7046E,1991
4465301PD7046E,1978
4465302PD7046E,1979
4465303PD7046E,no
4465304PD7046E,1971
4465305PD7046E,2005
4465306PD7046E,1968
4465307PD7046E,no
4465308PD7046E,1999
4465311PD7046E,2012
4465312PD7046E,2000
4465314PD7046E,1992
4677008PD7047F,1990
4677009PD7047F,no
4677010PD7047F,no
4677013PD7047F,2008
4077101PD7047G,2006
4077102PD7047G,no
4077108PD7047G,2010
4077109PD7047G,2010
4077112PD7047G,2006
4077113PD7047G,2007
4077114PD7047G,no
4077115PD7047G,2005
4077121PD7047G,no
4077124PD7047G,no
4077125PD7047G,2008
4077126PD7047G,2008
5913204PD7051S,2005
5913205PD7051S,1999
5913206PD7051S,2006
5913208PD7051S,1999
5913209PD7051S,2002
5913210PD7051S,2002
5913211PD7051S,no
5913212PD7051S,1997
5913213PD7051S,1995
5913214PD7051S,1994
5913215PD7051S,1997
5913216PD7051S,2001
5913202PD7051S,2003
5913203PD7051S,2006
5913217PD7051S,1994
5913219PD7051S,1999
5913220PD7051S,1996
5913221PD7051S,2006
5913222PD7051S,1997
5913223PD7051S,1999
5913224PD7051S,2000
6122906PD7052S,2005
6122907PD7052S,1995
6122908PD7052S,1989
6122909PD7052S,no
6122910PD7052S,1995
5330802PD7053A,no
5330804PD7053A,no
5431201PD7053A,no
5530201PD7053B,no
5630601PD7053B,no
5632201PD7053B,no
5632801PD7053B,no
5930501PD7053B,no
5931501PD7053B,2022
5931502PD7053B,2000
5931503PD7053B,no
5931504PD7053B,no
5241701PD7054A,"Error: Operation timed out after 10014 milliseconds with 0 bytes received"
5241702PD7054A,"Error: Operation timed out after 10013 milliseconds with 0 bytes received"
5242001PD7054A,"Error: Operation timed out after 10002 milliseconds with 0 bytes received"
5242002PD7054A,"Error: Operation timed out after 10008 milliseconds with 0 bytes received"
5242004PD7054A,2003
5340301PD7054A,no
5340302PD7054A,no
5341101PD7054A,no
5341401PD7054A,"Error: Operation timed out after 10005 milliseconds with 0 bytes received"
5341402PD7054A,"Error: Operation timed out after 10004 milliseconds with 0 bytes received"
5570012PD7057B,1963
5570013PD7057B,1963
5570014PD7057B,1963
5570201PD7057B,1963
5570202PD7057B,1963
5570203PD7057B,1963
5570204PD7057B,1963
5570205PD7057B,1963
5570206PD7057B,1963
5570207PD7057B,no
5570208PD7057B,no
5570209PD7057B,1963
5570210PD7057B,1963
5570211PD7057B,1963
5570212PD7057B,1963
5570213PD7057B,1963
5570214PD7057B,1963
5570215PD7057B,1963
5770507PD7057B,1964
5770508PD7057B,1964
5770509PD7057B,1964
5770510PD7057B,1964
5770511PD7057B,1964
5770512PD7057B,1964
5770513PD7057B,1964
5770514PD7057B,1964
5770601PD7057B,1964
5770602PD7057B,1964
5770603PD7057B,1964
5770604PD7057B,1964
5770605PD7057B,1964
5770606PD7057B,1964
5770607PD7057B,1964
5770608PD7057B,1964
5770609PD7057B,1964
5770610PD7057B,1964
5770801PD7057B,1964
5573201PD7057D,1984
5573202PD7057D,1970
5573204PD7057D,1976
5573205PD7057D,1970
5573207PD7057D,1970
5573208PD7057D,1930
5573209PD7057D,1930
5573210PD7057D,1960
5573211PD7057D,no
5573212PD7057D,1930
5573213PD7057D,1970
5573214PD7057D,1935
5573215PD7057D,1977
5773226PD7057D,1970
5773227PD7057D,1970
5773228PD7057D,1975
5773229PD7057D,1940
5773230PD7057D,1963
5773231PD7057D,1979
5773232PD7057D,1974
5773233PD7057D,1979
5773234PD7057D,1970
5773235PD7057D,1978
5773236PD7057D,1979
5773237PD7057D,1932
5773238PD7057D,1976
5773239PD7057D,1930
5675306PD7057F,1978
5675307PD7057F,1975
5675308PD7057F,1975
5675309PD7057F,1975
5675310PD7057F,1972
5675311PD7057F,1975
5675312PD7057F,1981
5675313PD7057F,1975
5675314PD7057F,1972
5675315PD7057F,1972
5675316PD7057F,1994
5675317PD7057F,1975
5675318PD7057F,1972
5675319PD7057F,1970
5675320PD7057F,no
5675321PD7057F,1968
6010111PD7061S,1963
6010112PD7061S,no
6010113PD7061S,1976
6614515PD7061S,1990
6614516PD7061S,1990
6614517PD7061S,1990
6614518PD7061S,1990
6614519PD7061S,1990
6614520PD7061S,1990
6614521PD7061S,1990
6614522PD7061S,1990
6614523PD7061S,1990
6614524PD7061S,1990
6614525PD7061S,1990
6614526PD7061S,1990
6614527PD7061S,1990
6614528PD7061S,1990
6614529PD7061S,1990
6614530PD7061S,1990
5462305PD7056A,1900
5462307PD7056A,1900
5462308PD7056A,1900
5662301PD7056A,1900
5661301PD7056B,no
5661302PD7056B,1979
5661303PD7056B,no
5661304PD7056B,no
5661305PD7056B,no
5661306PD7056B,no
5661307PD7056B,1981
5661308PD7056B,1990
5661309PD7056B,1973
5661310PD7056B,1973
5661311PD7056B,1982
5661312PD7056B,1975
5263018PD7056C,1946
5263019PD7056C,no
5263025PD7056C,no
5263027PD7056C,no
5263028PD7056C,no
5263029PD7056C,no
5364504PD7056C,no
5364507PD7056C,no
5364508PD7056C,no
5364513PD7056C,no
5364514PD7056C,no
5364601PD7056C,"Error: Operation timed out after 10026 milliseconds with 0 bytes received"
5366514PD7056E,1954
5366515PD7056E,1940
5366516PD7056E,1940
5366517PD7056E,no
5366518PD7056E,1970
5366519PD7056E,1961
5366520PD7056E,no
5465101PD7056E,"Error: Operation timed out after 10011 milliseconds with 0 bytes received"
5465102PD7056E,"Error: Operation timed out after 10014 milliseconds with 0 bytes received"
5465103PD7056E,no
5465104PD7056E,"Error: Operation timed out after 10015 milliseconds with 0 bytes received"
5465105PD7056E,1991
5465106PD7056E,1950
5369521PD7056G,no
5369522PD7056G,1940
5369523PD7056G,1940
5369524PD7056G,1950
5369525PD7056G,2020
5369527PD7056G,1940
5369528PD7056G,1940
5369529PD7056G,1940
5369530PD7056G,1942
5369531PD7056G,1945
5369532PD7056G,1943
5369533PD7056G,1943
5369534PD7056G,1940
5369535PD7056G,1930
5369536PD7056G,1940
5768103PD7056H,1964
5768104PD7056H,1964
5768105PD7056H,1964
5768106PD7056H,1964
5768107PD7056H,1964
5768108PD7056H,1964
5768109PD7056H,1964
5768110PD7056H,1964
5768111PD7056H,1964
5768112PD7056H,1964
5768113PD7056H,1964
5768114PD7056H,1964
5768115PD7056H,1964
5768116PD7056H,1964
5768201PD7056H,1964
5768202PD7056H,1964
5768203PD7056H,1964
5768204PD7056H,1964
5768205PD7056H,1964
5371008PD7057A,1943
5371009PD7057A,1943
5371010PD7057A,1948
5371011PD7057A,1943
5371012PD7057A,1943
5371013PD7057A,1940
5371014PD7057A,2000
5371015PD7057A,1943
5371016PD7057A,1943
5371017PD7057A,1979
5371201PD7057A,1949
5371202PD7057A,no
5371203PD7057A,1949
5371204PD7057A,1980
5371205PD7057A,1949
5570401PD7057B,1964
5570402PD7057B,1964
5570403PD7057B,1964
5570404PD7057B,1964
5570405PD7057B,1964
5570406PD7057B,1964
5570407PD7057B,1964
5570408PD7057B,1964
5570409PD7057B,1964
5570410PD7057B,1967
5570411PD7057B,1964
5570412PD7057B,1964
5570413PD7057B,1964
5570414PD7057B,1964
5570415PD7057B,1964
5570416PD7057B,1964
5570417PD7057B,1964
5570418PD7057B,1964
5570419PD7057B,1964
5770802PD7057B,1964
5675323PD7057F,1968
5675325PD7057F,1982
5675327PD7057F,1972
5675328PD7057F,1970
5675329PD7057F,1970
5675330PD7057F,1985
5675331PD7057F,1989
5675332PD7057F,1970
5675333PD7057F,1983
5675334PD7057F,1970
5675335PD7057F,1973
5675336PD7057F,2002
5675337PD7057F,1973
5675338PD7057F,2000
5573216PD7057D,1973
5573217PD7057D,1940
5573218PD7057D,1936
5573219PD7057D,1999
5573220PD7057D,1969
5573221PD7057D,1970
5573222PD7057D,1946
5573223PD7057D,1967
5573224PD7057D,1975
5573225PD7057D,1947
5573226PD7057D,1968
5573227PD7057D,1969
5573228PD7057D,1960
5573229PD7057D,1968
5573230PD7057D,1965
5573231PD7057D,1958
5773401PD7057D,1970
5773402PD7057D,1970
5773403PD7057D,1970
5773404PD7057D,1970
5773405PD7057D,1967
5773406PD7057D,1960
5773801PD7057D,1970
5773802PD7057D,1972
5773803PD7057D,1960
5773240PD7057D,1978
5773241PD7057D,1970
5773804PD7057D,1937
5773805PD7057D,1975
5773806PD7057D,1979
5773807PD7057D,1978
5773808PD7057D,1978
5773809PD7057D,1970
5773810PD7057D,1978
5675322PD7057F,1968
5775613PD7057F,1970
5775614PD7057F,1970
5775615PD7057F,1970
5775616PD7057F,1970
5775617PD7057F,1970
5775618PD7057F,1970
5775619PD7057F,1970
5775620PD7057F,1970
5775621PD7057F,1970
5775622PD7057F,1970
5775623PD7057F,1975
5775624PD7057F,1970
5775625PD7057F,1970
5775626PD7057F,1970
5775627PD7057F,1970
5775628PD7057F,1970
5775629PD7057F,1970
6010114PD7061S,2009
6010117PD7061S,1989
6614531PD7061S,1990
6614532PD7061S,1990
6614533PD7061S,no
6615805PD7061S,1990
6710801PD7061S,no
6713401PD7061S,1993
5661313PD7056B,no
5661314PD7056B,no
5661315PD7056B,1974
5661316PD7056B,1976
5661317PD7056B,1973
5661318PD7056B,1974
5661319PD7056B,1976
5661320PD7056B,1973
5661321PD7056B,1973
5661322PD7056B,1978
5661323PD7056B,1970
5661324PD7056B,no
5661325PD7056B,1984
5661326PD7056B,no
5661327PD7056B,no
5661328PD7056B,1974
5661329PD7056B,1975
5661330PD7056B,1972
5364602PD7056C,no
5364801PD7056C,"Error: Operation timed out after 10011 milliseconds with 0 bytes received"
5364802PD7056C,no
5364804PD7056C,no
5364805PD7056C,1947
5364806PD7056C,no
5364807PD7056C,no
5364808PD7056C,no
5364815PD7056C,no
5463801PD7056C,no
5463804PD7056C,no
5463806PD7056C,no
5463809PD7056C,no
5463811PD7056C,no
5465701PD7056E,no
5465704PD7056E,no
5465706PD7056E,no
5465707PD7056E,no
5465708PD7056E,no
5465709PD7056E,no
5465710PD7056E,no
5267307PD7056F,no
5267308PD7056F,no
5267309PD7056F,no
5267310PD7056F,no
5267311PD7056F,no
5369537PD7056G,1940
5369538PD7056G,1943
5369540PD7056G,1941
5468101PD7056G,1940
5468102PD7056G,1940
5468103PD7056G,1939
5468104PD7056G,1938
5468105PD7056G,1945
5468106PD7056G,1938
5468107PD7056G,2024
5468108PD7056G,1943
5468109PD7056G,1940
5468110PD7056G,1940
5468111PD7056G,1945
5768206PD7056H,1964
5768207PD7056H,1964
5768208PD7056H,1964
5768209PD7056H,1964
5768210PD7056H,1964
5768211PD7056H,1964
5768212PD7056H,1964
5768213PD7056H,no
5768301PD7056H,1964
5768302PD7056H,1964
5768303PD7056H,1964
5768304PD7056H,1964
5768305PD7056H,1964
5768306PD7056H,1964
5768307PD7056H,1964
5768308PD7056H,1964
5768309PD7056H,1964
5768310PD7056H,1964
5768401PD7056H,1964
5371206PD7057A,1949
5371207PD7057A,1949
5371208PD7057A,1949
5371209PD7057A,1949
5371210PD7057A,1946
5371211PD7057A,1980
5371212PD7057A,1959
5371213PD7057A,1949
5371214PD7057A,1972
5371215PD7057A,1949
5371216PD7057A,1949
5371217PD7057A,1990
5371218PD7057A,1949
5371219PD7057A,1949
5371220PD7057A,1949
5371221PD7057A,1949
5371222PD7057A,1954
5371223PD7057A,1949
5570420PD7057B,1964
5570421PD7057B,1964
5570422PD7057B,1964
5570423PD7057B,1964
5570424PD7057B,1964
5570501PD7057B,1964
5570502PD7057B,1964
5570503PD7057B,1964
5570504PD7057B,1964
5570505PD7057B,1964
5570506PD7057B,1964
5570507PD7057B,1964
5570508PD7057B,1964
5570509PD7057B,1964
5570510PD7057B,1964
5570511PD7057B,1964
5570512PD7057B,1964
5570513PD7057B,1964
5570514PD7057B,1964
5675339PD7057F,1972
5675340PD7057F,1977
5675341PD7057F,1979
5675342PD7057F,1995
5775601PD7057F,1972
5775602PD7057F,1972
5775603PD7057F,1972
5775604PD7057F,1972
5775605PD7057F,1970
5775606PD7057F,no
5775607PD7057F,1970
5775608PD7057F,1982
5775609PD7057F,2013
5775610PD7057F,1970
5775611PD7057F,1970
5775612PD7057F,1970
5573232PD7057D,1996
5573233PD7057D,1960
5573234PD7057D,1951
5573235PD7057D,1937
5573236PD7057D,1971
5573237PD7057D,1943
5573238PD7057D,1970
5573239PD7057D,1975
5573240PD7057D,1945
5573241PD7057D,2000
5573242PD7057D,1936
5573243PD7057D,1970
5573244PD7057D,no
5573245PD7057D,1930
5573246PD7057D,1970
5573247PD7057D,1951
5573248PD7057D,1971
5573249PD7057D,1970
5573250PD7057D,1975
5775630PD7057F,1970
5775632PD7057F,1975
5775633PD7057F,1975
5775634PD7057F,1980
5775635PD7057F,1978
5775636PD7057F,1978
5775637PD7057F,1978
5775638PD7057F,1975
5775639PD7057F,no
5776601PD7057F,1980
5776602PD7057F,1978
5776603PD7057F,1975
5776604PD7057F,1975
5776605PD7057F,1975
5776606PD7057F,1981
5776607PD7057F,1975
5776608PD7057F,1975
5776609PD7057F,1975
5776610PD7057F,1975
6010136PD7061S,1975
6010138PD7061S,2009
6010141PD7061S,no
6015103PD7061S,"Error: Operation timed out after 10008 milliseconds with 0 bytes received"
6015104PD7061S,2002
6112301PD7061S,2006
6112302PD7061S,1995
6112303PD7061S,2005
5956017PD7055F,no
5956018PD7055F,no
5956020PD7055F,2010
5956023PD7055F,1930
5956024PD7055F,1910
5956025PD7055F,1992
5956026PD7055F,1992
5956027PD7055F,no
5956028PD7055F,no
5956029PD7055F,no
5956030PD7055F,2002
5956031PD7055F,1905
5661331PD7056B,no
5661332PD7056B,no
5661333PD7056B,1964
5661334PD7056B,1968
5661335PD7056B,no
5661336PD7056B,1964
5661337PD7056B,1969
5661338PD7056B,1968
5661339PD7056B,1969
5661340PD7056B,1971
5661341PD7056B,no
5661342PD7056B,no
5661343PD7056B,1964
5661344PD7056B,1964
5661345PD7056B,1973
5661346PD7056B,1979
5463812PD7056C,1950
5463813PD7056C,no
5463819PD7056C,1950
5463820PD7056C,1950
5463821PD7056C,no
5463822PD7056C,1950
5463823PD7056C,1950
5463825PD7056C,1950
5463826PD7056C,1950
5463827PD7056C,1950
5463828PD7056C,1950
5463829PD7056C,1950
5463834PD7056C,1975
5463835PD7056C,1970
5463836PD7056C,1970
5468112PD7056G,1940
5468113PD7056G,1935
5468114PD7056G,1950
5468115PD7056G,1950
5468116PD7056G,1945
5468117PD7056G,1945
5468118PD7056G,1945
5468119PD7056G,1940
5468120PD7056G,1950
5468121PD7056G,no
5468122PD7056G,1945
5468123PD7056G,1945
5468124PD7056G,1950
5468125PD7056G,1944
5468126PD7056G,1944
5468127PD7056G,1954
5768402PD7056H,1964
5768403PD7056H,1964
5768404PD7056H,1964
5768405PD7056H,1964
5768406PD7056H,1964
5768407PD7056H,1964
5768408PD7056H,1964
5768409PD7056H,1964
5768410PD7056H,1964
5768601PD7056H,1964
5768602PD7056H,1964
5768603PD7056H,1964
5768604PD7056H,1964
5768605PD7056H,1964
5768606PD7056H,1964
5768607PD7056H,1964
5768608PD7056H,1964
5768609PD7056H,1964
5768610PD7056H,1964
5371224PD7057A,1979
5371225PD7057A,2008
5371226PD7057A,1949
5371227PD7057A,1949
5371228PD7057A,1961
5371229PD7057A,1961
5371230PD7057A,1961
5371231PD7057A,1962
5371232PD7057A,1952
5371233PD7057A,1953
5371234PD7057A,1953
5371235PD7057A,1949
5371236PD7057A,1953
5371237PD7057A,1949
5371238PD7057A,1949
5371239PD7057A,1949
5371240PD7057A,1947
5371241PD7057A,1949
5371242PD7057A,1949
5570515PD7057B,1964
5570516PD7057B,1964
5570517PD7057B,1964
5570518PD7057B,1964
5570701PD7057B,1963
5570702PD7057B,1963
5570703PD7057B,1963
5570704PD7057B,1963
5570705PD7057B,1963
5570706PD7057B,1963
5570707PD7057B,1963
5570708PD7057B,1963
5570709PD7057B,1963
5570710PD7057B,1963
5570711PD7057B,1963
5570712PD7057B,1963
5570713PD7057B,1963
5570714PD7057B,1963
5570801PD7057B,1963
5770803PD7057B,1964
5770804PD7057B,1964
5770805PD7057B,1964
5770806PD7057B,1964
5770807PD7057B,1964
5770808PD7057B,1964
5770809PD7057B,1964
5770810PD7057B,1964
5770811PD7057B,1964
5770812PD7057B,1964
5770813PD7057B,1964
5770814PD7057B,1964
5771101PD7057B,1964
5771102PD7057B,1964
5771103PD7057B,1964
5771104PD7057B,1964
5771105PD7057B,1964
5771106PD7057B,1964
5771107PD7057B,1964
5573251PD7057D,1969
5573252PD7057D,1976
5573254PD7057D,1930
5573255PD7057D,1980
5573256PD7057D,1960
5573257PD7057D,1978
5573258PD7057D,1971
5573259PD7057D,1975
5573260PD7057D,1984
5573261PD7057D,1977
5573262PD7057D,1981
5573263PD7057D,1967
5573264PD7057D,1930
5573265PD7057D,1971
5573266PD7057D,1937
5573267PD7057D,1943
5573268PD7057D,1936
5573269PD7057D,1930
5573270PD7057D,1976
5773811PD7057D,1979
5773812PD7057D,1970
5773813PD7057D,1979
5773814PD7057D,1975
5773815PD7057D,1980
5773816PD7057D,1974
5773817PD7057D,1968
5773818PD7057D,1968
5773819PD7057D,1968
5773820PD7057D,1978
5773821PD7057D,1975
5773822PD7057D,1976
5773823PD7057D,1976
5773824PD7057D,1975
5773825PD7057D,1960
5774001PD7057D,1934
5774002PD7057D,1934
5774003PD7057D,1934
5776611PD7057F,1970
5776612PD7057F,1972
5776613PD7057F,1972
5776614PD7057F,no
5776615PD7057F,1968
5776616PD7057F,1970
5876003PD7057F,1900
5876004PD7057F,no
5876005PD7057F,1970
5876006PD7057F,1980
5876007PD7057F,1960
5876018PD7057F,1970
5074301PD7057S,"Error: Operation timed out after 10005 milliseconds with 0 bytes received"
6312701PD7061S,no
6312702PD7061S,1992
6412601PD7061S,2007
6412602PD7061S,no
6412603PD7061S,1990
6412604PD7061S,1998
6412610PD7061S,1994
6412611PD7061S,1995
6412612PD7061S,2000
6412613PD7061S,2015
5956032PD7055F,no
5956033PD7055F,1905
5956034PD7055F,no
5956035PD7055F,1904
5956036PD7055F,1900
5956037PD7055F,1920
5956038PD7055F,no
5956039PD7055F,1900
5956040PD7055F,no
5956042PD7055F,no
5956601PD7055F,no
5956602PD7055F,1960
5956603PD7055F,no
5956604PD7055F,no
5956605PD7055F,1902
5661348PD7056B,1970
5661349PD7056B,1975
5661350PD7056B,1974
5661351PD7056B,1978
5661352PD7056B,no
5661353PD7056B,1977
5661354PD7056B,no
5661355PD7056B,1978
5661356PD7056B,1980
5661357PD7056B,1974
5661358PD7056B,1978
5661359PD7056B,no
5661364PD7056B,"Error: Operation timed out after 10004 milliseconds with 0 bytes received"
5661347PD7056B,1981
5463837PD7056C,no
5463838PD7056C,no
5463839PD7056C,no
5463840PD7056C,no
5463841PD7056C,no
5463842PD7056C,no
5563001PD7056D,1940
5563002PD7056D,1940
5563003PD7056D,1940
5563004PD7056D,1940
5563005PD7056D,1940
5563006PD7056D,1940
5563007PD7056D,1940
5563008PD7056D,1940
5563009PD7056D,1940
5563010PD7056D,1940
